Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Location,Device_Used,Time_of_Transaction,Fraudulent
1266,3156,3003.07,Bank Transfer,Chicago,Tablet,2024-01-01 21:05:00,0
1267,2169,2650.73,ATM Withdrawal,Los Angeles,Desktop,2024-01-01 21:06:00,0
1268,3158,140.18,Bank Transfer,Houston,Desktop,2024-01-01 21:07:00,0
1269,3275,1234.04,POS Payment,Los Angeles,Tablet,2024-01-01 21:08:00,0
1270,1110,2298.61,Online Purchase,Chicago,Tablet,2024-01-01 21:09:00,0
1271,2493,3142.89,Online Purchase,New York,Desktop,2024-01-01 21:10:00,0
1272,3081,2786.7,POS Payment,New York,Mobile,2024-01-01 21:11:00,0
1273,1622,3713.44,POS Payment,Los Angeles,Tablet,2024-01-01 21:12:00,0
1274,4847,1399.55,Bank Transfer,Chicago,Mobile,2024-01-01 21:13:00,0
1275,4440,2825.2,Online Purchase,San Francisco,Desktop,2024-01-01 21:14:00,0
1276,3795,441.62,POS Payment,New York,Tablet,2024-01-01 21:15:00,0
1277,3642,2068.91,Bank Transfer,Houston,Desktop,2024-01-01 21:16:00,0
1278,4625,3751.05,Bank Transfer,Chicago,Tablet,2024-01-01 21:17:00,0
1279,3472,3467.31,ATM Withdrawal,Chicago,Tablet,2024-01-01 21:18:00,0
1280,3660,4953.22,Online Purchase,New York,Desktop,2024-01-01 21:19:00,0
1281,2541,1390.18,Bank Transfer,San Francisco,Desktop,2024-01-01 21:20:00,0
1282,3739,2491.45,POS Payment,Houston,Mobile,2024-01-01 21:21:00,0
1283,2305,1648.32,Online Purchase,San Francisco,Desktop,2024-01-01 21:22:00,0
1284,4391,2203.57,POS Payment,Houston,Desktop,2024-01-01 21:23:00,0
1285,2761,4284.89,POS Payment,New York,Mobile,2024-01-01 21:24:00,0
1286,4514,3421.36,Bank Transfer,Chicago,Desktop,2024-01-01 21:25:00,0
1287,2975,4412.32,Bank Transfer,Houston,Mobile,2024-01-01 21:26:00,0
1288,3362,1018.35,ATM Withdrawal,Chicago,Mobile,2024-01-01 21:27:00,0
1289,1876,4366.93,POS Payment,Los Angeles,Desktop,2024-01-01 21:28:00,0
1290,2989,299.75,Bank Transfer,Los Angeles,Mobile,2024-01-01 21:29:00,0
1291,4812,4443.11,ATM Withdrawal,New York,Mobile,2024-01-01 21:30:00,0
1292,4448,1646.04,Online Purchase,New York,Mobile,2024-01-01 21:31:00,0
1293,2312,1573.62,ATM Withdrawal,New York,Desktop,2024-01-01 21:32:00,0
1294,2460,2560.93,ATM Withdrawal,Los Angeles,Desktop,2024-01-01 21:33:00,0
1295,3709,4703.51,POS Payment,Houston,Mobile,2024-01-01 21:34:00,0
1296,3324,239.86,Online Purchase,San Francisco,Desktop,2024-01-01 21:35:00,0
1297,2733,1761.8,POS Payment,New York,Tablet,2024-01-01 21:36:00,0
1298,2605,4283.0,POS Payment,San Francisco,Mobile,2024-01-01 21:37:00,0
1299,2526,1980.88,ATM Withdrawal,San Francisco,Tablet,2024-01-01 21:38:00,0
1300,3671,996.59,ATM Withdrawal,Los Angeles,Desktop,2024-01-01 21:39:00,0
1301,3563,2124.55,Bank Transfer,Houston,Tablet,2024-01-01 21:40:00,0
1302,4421,1928.38,ATM Withdrawal,Los Angeles,Desktop,2024-01-01 21:41:00,0
1303,3890,4577.17,Bank Transfer,New York,Desktop,2024-01-01 21:42:00,0
1304,4517,3809.91,POS Payment,Los Angeles,Mobile,2024-01-01 21:43:00,0
1305,4901,2526.07,ATM Withdrawal,Los Angeles,Tablet,2024-01-01 21:44:00,1
1306,3397,4941.86,Online Purchase,Los Angeles,Mobile,2024-01-01 21:45:00,1
1307,2630,2326.92,Online Purchase,New York,Tablet,2024-01-01 21:46:00,0
1308,4735,292.13,POS Payment,New York,Desktop,2024-01-01 21:47:00,0
1309,3870,1312.11,POS Payment,Los Angeles,Desktop,2024-01-01 21:48:00,0
1310,2160,2180.92,ATM Withdrawal,Los Angeles,Mobile,2024-01-01 21:49:00,0
1311,1758,785.36,Bank Transfer,San Francisco,Tablet,2024-01-01 21:50:00,0
1312,3946,4737.88,ATM Withdrawal,Houston,Tablet,2024-01-01 21:51:00,0
1313,1242,3834.48,Bank Transfer,San Francisco,Desktop,2024-01-01 21:52:00,0
1314,3590,1342.17,ATM Withdrawal,Houston,Mobile,2024-01-01 21:53:00,0
1315,2063,2954.43,Online Purchase,Houston,Desktop,2024-01-01 21:54:00,0
1316,1228,3607.52,Online Purchase,Los Angeles,Desktop,2024-01-01 21:55:00,0
1317,3595,4706.45,Bank Transfer,San Francisco,Mobile,2024-01-01 21:56:00,0
1318,1919,4408.3,ATM Withdrawal,Houston,Tablet,2024-01-01 21:57:00,0
1319,2246,2576.45,POS Payment,Houston,Tablet,2024-01-01 21:58:00,0
1320,1005,3873.49,Bank Transfer,New York,Desktop,2024-01-01 21:59:00,0
1321,4393,2811.16,Online Purchase,Houston,Tablet,2024-01-01 22:00:00,0
1322,1467,2763.97,Bank Transfer,Los Angeles,Mobile,2024-01-01 22:01:00,0
1323,2755,574.6,ATM Withdrawal,Chicago,Tablet,2024-01-01 22:02:00,0
1324,1074,631.56,POS Payment,New York,Tablet,2024-01-01 22:03:00,0
1325,1003,2648.14,POS Payment,Chicago,Desktop,2024-01-01 22:04:00,1
1326,2870,1345.04,Bank Transfer,Los Angeles,Tablet,2024-01-01 22:05:00,0
1327,1645,106.16,ATM Withdrawal,Chicago,Mobile,2024-01-01 22:06:00,0
1328,1117,3614.47,ATM Withdrawal,Houston,Desktop,2024-01-01 22:07:00,0
1329,3928,163.4,POS Payment,Chicago,Mobile,2024-01-01 22:08:00,0
1330,2629,2976.79,Online Purchase,San Francisco,Tablet,2024-01-01 22:09:00,0
1331,3551,2696.43,ATM Withdrawal,Los Angeles,Tablet,2024-01-01 22:10:00,0
1332,3021,4844.1,POS Payment,San Francisco,Desktop,2024-01-01 22:11:00,0
1333,1946,2421.58,POS Payment,Chicago,Mobile,2024-01-01 22:12:00,0
1334,3621,318.94,ATM Withdrawal,San Francisco,Tablet,2024-01-01 22:13:00,0
1335,2464,2758.89,ATM Withdrawal,New York,Tablet,2024-01-01 22:14:00,0
1336,1193,4205.64,Bank Transfer,Chicago,Desktop,2024-01-01 22:15:00,0
1337,1846,4984.25,Online Purchase,San Francisco,Tablet,2024-01-01 22:16:00,0
1338,3762,2152.29,Bank Transfer,Houston,Tablet,2024-01-01 22:17:00,0
1339,2415,1602.17,Bank Transfer,Chicago,Tablet,2024-01-01 22:18:00,0
1340,4097,4533.36,POS Payment,New York,Mobile,2024-01-01 22:19:00,0
1341,2458,957.02,POS Payment,Houston,Mobile,2024-01-01 22:20:00,0
1342,3220,3077.53,Online Purchase,Chicago,Mobile,2024-01-01 22:21:00,0
1343,4371,2029.17,Bank Transfer,Houston,Tablet,2024-01-01 22:22:00,0
1344,2668,206.37,Bank Transfer,Chicago,Desktop,2024-01-01 22:23:00,0
1345,3373,1737.1,POS Payment,Chicago,Desktop,2024-01-01 22:24:00,0
1346,2433,1326.88,POS Payment,Los Angeles,Desktop,2024-01-01 22:25:00,0
1347,2141,3430.77,ATM Withdrawal,San Francisco,Mobile,2024-01-01 22:26:00,0
1348,3883,4744.0,Bank Transfer,Chicago,Mobile,2024-01-01 22:27:00,0
1349,2810,1340.97,Online Purchase,New York,Mobile,2024-01-01 22:28:00,0
1350,1723,4057.52,Bank Transfer,San Francisco,Mobile,2024-01-01 22:29:00,0
1351,1224,277.74,POS Payment,Los Angeles,Tablet,2024-01-01 22:30:00,0
1352,1531,2691.07,ATM Withdrawal,San Francisco,Desktop,2024-01-01 22:31:00,0
1353,1112,353.68,Bank Transfer,San Francisco,Desktop,2024-01-01 22:32:00,0
1354,3187,4670.23,Online Purchase,Chicago,Mobile,2024-01-01 22:33:00,0
1355,1558,3831.99,POS Payment,New York,Desktop,2024-01-01 22:34:00,0
1356,3048,3290.09,ATM Withdrawal,Chicago,Desktop,2024-01-01 22:35:00,0
1357,3137,4119.66,Bank Transfer,New York,Mobile,2024-01-01 22:36:00,0
1358,1653,3237.95,Online Purchase,New York,Mobile,2024-01-01 22:37:00,0
1359,1319,4844.75,POS Payment,Houston,Mobile,2024-01-01 22:38:00,0
1360,2573,3570.08,Online Purchase,Chicago,Mobile,2024-01-01 22:39:00,1
1361,2828,4623.37,Bank Transfer,Los Angeles,Tablet,2024-01-01 22:40:00,0
1362,2917,2586.14,POS Payment,San Francisco,Desktop,2024-01-01 22:41:00,0
1363,1138,586.21,Bank Transfer,Houston,Tablet,2024-01-01 22:42:00,0
1364,4582,2641.36,ATM Withdrawal,Los Angeles,Desktop,2024-01-01 22:43:00,0
1365,4939,635.24,Bank Transfer,Chicago,Tablet,2024-01-01 22:44:00,0
1366,3892,2962.87,ATM Withdrawal,New York,Mobile,2024-01-01 22:45:00,0
1367,3026,2412.98,Bank Transfer,Chicago,Tablet,2024-01-01 22:46:00,0
1368,3306,3113.25,Online Purchase,Chicago,Mobile,2024-01-01 22:47:00,0
1369,4744,51.22,Online Purchase,Houston,Mobile,2024-01-01 22:48:00,0
1370,1901,975.01,POS Payment,Los Angeles,Tablet,2024-01-01 22:49:00,0
1371,1689,2457.16,Online Purchase,Houston,Desktop,2024-01-01 22:50:00,0
1372,3039,4752.57,Online Purchase,Los Angeles,Tablet,2024-01-01 22:51:00,0
1373,1009,1918.66,ATM Withdrawal,Houston,Mobile,2024-01-01 22:52:00,0
1374,1260,2122.44,Online Purchase,San Francisco,Mobile,2024-01-01 22:53:00,0
1375,2942,3573.77,ATM Withdrawal,New York,Desktop,2024-01-01 22:54:00,0
1376,2673,3019.36,ATM Withdrawal,New York,Desktop,2024-01-01 22:55:00,0
1377,3219,1495.33,ATM Withdrawal,New York,Desktop,2024-01-01 22:56:00,0
1378,3945,2054.67,Bank Transfer,San Francisco,Mobile,2024-01-01 22:57:00,0
1379,3060,1089.28,ATM Withdrawal,San Francisco,Tablet,2024-01-01 22:58:00,0
1380,2191,4830.14,Bank Transfer,New York,Desktop,2024-01-01 22:59:00,0
1381,4713,654.04,ATM Withdrawal,New York,Mobile,2024-01-01 23:00:00,0
1382,2619,1859.81,Bank Transfer,Los Angeles,Tablet,2024-01-01 23:01:00,0
1383,1320,130.17,POS Payment,Los Angeles,Desktop,2024-01-01 23:02:00,0
1384,2342,1109.68,POS Payment,Chicago,Tablet,2024-01-01 23:03:00,0
1385,2636,3902.58,Bank Transfer,Houston,Tablet,2024-01-01 23:04:00,0
1386,3376,1006.67,POS Payment,Los Angeles,Mobile,2024-01-01 23:05:00,0
1387,3832,401.24,Online Purchase,Los Angeles,Mobile,2024-01-01 23:06:00,0
1388,3824,2372.79,ATM Withdrawal,Los Angeles,Mobile,2024-01-01 23:07:00,0
1389,2994,50.84,Bank Transfer,Los Angeles,Tablet,2024-01-01 23:08:00,0
1390,3958,424.75,POS Payment,San Francisco,Desktop,2024-01-01 23:09:00,0
1391,2943,4038.32,POS Payment,Chicago,Desktop,2024-01-01 23:10:00,0
1392,4621,3857.6,Online Purchase,Los Angeles,Desktop,2024-01-01 23:11:00,0
1393,3038,4575.78,ATM Withdrawal,Houston,Mobile,2024-01-01 23:12:00,0
1394,4490,4272.72,Online Purchase,Los Angeles,Desktop,2024-01-01 23:13:00,0
1395,4677,3416.19,Bank Transfer,San Francisco,Desktop,2024-01-01 23:14:00,0
1396,2118,262.61,POS Payment,New York,Mobile,2024-01-01 23:15:00,0
1397,4888,3914.46,POS Payment,New York,Desktop,2024-01-01 23:16:00,0
1398,2604,4227.71,POS Payment,Chicago,Desktop,2024-01-01 23:17:00,0
1399,3365,3995.61,Online Purchase,New York,Desktop,2024-01-01 23:18:00,0
1400,1235,2542.89,Online Purchase,Los Angeles,Tablet,2024-01-01 23:19:00,0
1401,2969,1165.28,ATM Withdrawal,San Francisco,Tablet,2024-01-01 23:20:00,0
1402,1333,4226.8,Bank Transfer,Chicago,Mobile,2024-01-01 23:21:00,0
1403,2908,3636.09,ATM Withdrawal,Los Angeles,Mobile,2024-01-01 23:22:00,0
1404,1375,4903.83,ATM Withdrawal,New York,Tablet,2024-01-01 23:23:00,0
1405,4530,779.31,POS Payment,Houston,Mobile,2024-01-01 23:24:00,0
1406,2160,1129.1,Online Purchase,Los Angeles,Mobile,2024-01-01 23:25:00,0
1407,3635,1059.78,Bank Transfer,Houston,Desktop,2024-01-01 23:26:00,0
1408,2570,3962.91,ATM Withdrawal,Houston,Mobile,2024-01-01 23:27:00,0
1409,3560,935.35,Bank Transfer,Chicago,Mobile,2024-01-01 23:28:00,0
1410,2319,334.23,POS Payment,San Francisco,Desktop,2024-01-01 23:29:00,0
1411,4391,4992.81,ATM Withdrawal,New York,Desktop,2024-01-01 23:30:00,1
1412,3965,125.06,Online Purchase,New York,Tablet,2024-01-01 23:31:00,0
1413,4643,4176.39,ATM Withdrawal,Los Angeles,Mobile,2024-01-01 23:32:00,0
1414,2855,1827.47,POS Payment,New York,Desktop,2024-01-01 23:33:00,0
1415,2372,4208.24,ATM Withdrawal,Chicago,Mobile,2024-01-01 23:34:00,0
1416,4911,2773.55,POS Payment,New York,Mobile,2024-01-01 23:35:00,0
1417,4850,4508.25,ATM Withdrawal,Los Angeles,Tablet,2024-01-01 23:36:00,0
1418,1872,4631.04,Bank Transfer,New York,Tablet,2024-01-01 23:37:00,0
1419,2252,46.48,Online Purchase,San Francisco,Tablet,2024-01-01 23:38:00,1
1420,3317,377.99,POS Payment,Houston,Tablet,2024-01-01 23:39:00,0
1421,2851,1252.54,Bank Transfer,Houston,Tablet,2024-01-01 23:40:00,0
1422,3845,3346.91,POS Payment,Houston,Desktop,2024-01-01 23:41:00,0
1423,2314,4441.47,ATM Withdrawal,San Francisco,Tablet,2024-01-01 23:42:00,0
1424,1724,2300.25,POS Payment,Chicago,Desktop,2024-01-01 23:43:00,0
1425,4236,3035.26,POS Payment,Los Angeles,Tablet,2024-01-01 23:44:00,0
1426,3052,943.31,Online Purchase,San Francisco,Desktop,2024-01-01 23:45:00,0
1427,3898,4025.03,Bank Transfer,Los Angeles,Mobile,2024-01-01 23:46:00,0
1428,4450,4836.67,ATM Withdrawal,Chicago,Tablet,2024-01-01 23:47:00,0
1429,1077,1343.73,Online Purchase,San Francisco,Desktop,2024-01-01 23:48:00,0
1430,4481,2474.63,POS Payment,New York,Tablet,2024-01-01 23:49:00,0
1431,3621,431.49,Online Purchase,Chicago,Desktop,2024-01-01 23:50:00,0
1432,1131,2796.12,POS Payment,Houston,Desktop,2024-01-01 23:51:00,0
1433,1600,2514.41,ATM Withdrawal,San Francisco,Tablet,2024-01-01 23:52:00,0
1434,2772,723.04,POS Payment,Chicago,Desktop,2024-01-01 23:53:00,0
1435,2065,2210.89,Online Purchase,Chicago,Mobile,2024-01-01 23:54:00,0
1436,3136,1671.19,Online Purchase,San Francisco,Tablet,2024-01-01 23:55:00,0
1437,3449,2609.63,POS Payment,Houston,Mobile,2024-01-01 23:56:00,0
1438,3343,2928.69,Bank Transfer,Houston,Desktop,2024-01-01 23:57:00,0
1439,2863,43.47,Online Purchase,Chicago,Desktop,2024-01-01 23:58:00,0
1440,2318,3805.27,Bank Transfer,Los Angeles,Tablet,2024-01-01 23:59:00,0
1441,1615,3565.36,Bank Transfer,Chicago,Mobile,2024-01-02 00:00:00,0
1442,4597,1832.07,Bank Transfer,San Francisco,Mobile,2024-01-02 00:01:00,0
1443,3847,265.63,Bank Transfer,San Francisco,Tablet,2024-01-02 00:02:00,0
1444,4762,3774.91,Online Purchase,San Francisco,Mobile,2024-01-02 00:03:00,0
1445,4708,4775.92,Online Purchase,Houston,Tablet,2024-01-02 00:04:00,0
1446,3469,1201.52,Bank Transfer,New York,Tablet,2024-01-02 00:05:00,1
1447,2888,1618.3,Online Purchase,San Francisco,Desktop,2024-01-02 00:06:00,0
1448,2046,919.88,Bank Transfer,San Francisco,Desktop,2024-01-02 00:07:00,0
1449,1574,2885.1,Bank Transfer,Los Angeles,Mobile,2024-01-02 00:08:00,0
1450,3190,775.05,Bank Transfer,Los Angeles,Tablet,2024-01-02 00:09:00,0
1451,1992,1781.61,POS Payment,Chicago,Tablet,2024-01-02 00:10:00,0
1452,3712,3485.37,ATM Withdrawal,Chicago,Tablet,2024-01-02 00:11:00,0
1453,3192,2801.02,Online Purchase,Chicago,Tablet,2024-01-02 00:12:00,1
1454,2248,1932.93,Online Purchase,San Francisco,Desktop,2024-01-02 00:13:00,0
1455,4054,2101.83,Bank Transfer,Los Angeles,Mobile,2024-01-02 00:14:00,0
1456,1502,2810.99,POS Payment,Chicago,Desktop,2024-01-02 00:15:00,0
1457,2997,30.32,POS Payment,Los Angeles,Tablet,2024-01-02 00:16:00,0
1458,1820,393.47,Online Purchase,San Francisco,Mobile,2024-01-02 00:17:00,0
1459,4687,4406.41,Bank Transfer,San Francisco,Mobile,2024-01-02 00:18:00,0
1460,3151,390.32,Online Purchase,Chicago,Tablet,2024-01-02 00:19:00,0
1461,4110,3534.31,Bank Transfer,San Francisco,Tablet,2024-01-02 00:20:00,0
1462,2970,4600.27,Bank Transfer,San Francisco,Desktop,2024-01-02 00:21:00,0
1463,1197,1354.15,ATM Withdrawal,Los Angeles,Desktop,2024-01-02 00:22:00,0
1464,2669,1853.09,Bank Transfer,New York,Tablet,2024-01-02 00:23:00,0
1465,3626,2845.04,ATM Withdrawal,Houston,Tablet,2024-01-02 00:24:00,0
1466,3438,4408.66,Online Purchase,Chicago,Desktop,2024-01-02 00:25:00,0
1467,2202,4709.59,Online Purchase,New York,Mobile,2024-01-02 00:26:00,0
1468,3601,3698.08,POS Payment,Chicago,Mobile,2024-01-02 00:27:00,0
1469,2471,434.01,ATM Withdrawal,New York,Mobile,2024-01-02 00:28:00,0
1470,4571,3346.1,Online Purchase,San Francisco,Desktop,2024-01-02 00:29:00,0
1471,4086,2052.11,ATM Withdrawal,Chicago,Tablet,2024-01-02 00:30:00,0
1472,2646,2354.03,Online Purchase,New York,Mobile,2024-01-02 00:31:00,0
1473,2692,246.69,ATM Withdrawal,Houston,Tablet,2024-01-02 00:32:00,0
1474,2312,956.12,ATM Withdrawal,San Francisco,Desktop,2024-01-02 00:33:00,0
1475,3035,3952.78,Bank Transfer,Chicago,Desktop,2024-01-02 00:34:00,0
1476,1477,2270.34,Online Purchase,Chicago,Tablet,2024-01-02 00:35:00,0
1477,2254,1509.01,POS Payment,New York,Tablet,2024-01-02 00:36:00,0
1478,1922,1920.71,Bank Transfer,Chicago,Tablet,2024-01-02 00:37:00,0
1479,1419,4272.14,POS Payment,San Francisco,Tablet,2024-01-02 00:38:00,0
1480,3204,3745.25,ATM Withdrawal,Los Angeles,Mobile,2024-01-02 00:39:00,0
1481,3597,1362.3,Bank Transfer,New York,Tablet,2024-01-02 00:40:00,0
1482,4512,588.39,ATM Withdrawal,Houston,Mobile,2024-01-02 00:41:00,0
1483,2120,1260.74,Online Purchase,Chicago,Desktop,2024-01-02 00:42:00,0
1484,4068,4603.86,Online Purchase,San Francisco,Mobile,2024-01-02 00:43:00,0
1485,4044,2908.36,POS Payment,Chicago,Tablet,2024-01-02 00:44:00,0
1486,4482,2667.87,Online Purchase,Houston,Mobile,2024-01-02 00:45:00,0
1487,1950,2982.37,POS Payment,San Francisco,Desktop,2024-01-02 00:46:00,0
1488,3336,1830.78,ATM Withdrawal,Houston,Tablet,2024-01-02 00:47:00,0
1489,2277,4035.73,Bank Transfer,San Francisco,Desktop,2024-01-02 00:48:00,0
1490,3243,2616.91,Online Purchase,Los Angeles,Desktop,2024-01-02 00:49:00,0
1491,3645,584.62,ATM Withdrawal,San Francisco,Tablet,2024-01-02 00:50:00,0
1492,2857,646.2,Bank Transfer,Houston,Mobile,2024-01-02 00:51:00,0
1493,4593,2684.76,ATM Withdrawal,New York,Desktop,2024-01-02 00:52:00,0
1494,1516,4682.91,POS Payment,Los Angeles,Tablet,2024-01-02 00:53:00,0
1495,2658,1542.45,ATM Withdrawal,Chicago,Desktop,2024-01-02 00:54:00,0
1496,2865,4347.84,POS Payment,Los Angeles,Mobile,2024-01-02 00:55:00,0
1497,3912,3820.71,POS Payment,Los Angeles,Desktop,2024-01-02 00:56:00,0
1498,2141,1239.81,Online Purchase,Chicago,Desktop,2024-01-02 00:57:00,0
1499,3853,182.67,POS Payment,San Francisco,Desktop,2024-01-02 00:58:00,0
1500,2932,510.13,POS Payment,Los Angeles,Desktop,2024-01-02 00:59:00,0
1501,4230,3642.74,ATM Withdrawal,Los Angeles,Mobile,2024-01-02 01:00:00,0
1502,1814,999.15,POS Payment,New York,Tablet,2024-01-02 01:01:00,0
1503,3275,1856.98,POS Payment,New York,Desktop,2024-01-02 01:02:00,0
1504,2900,2508.99,ATM Withdrawal,Houston,Mobile,2024-01-02 01:03:00,0
1505,3263,3627.62,Bank Transfer,Chicago,Desktop,2024-01-02 01:04:00,0
1506,3995,567.04,Online Purchase,San Francisco,Desktop,2024-01-02 01:05:00,0
1507,4767,2032.43,ATM Withdrawal,San Francisco,Desktop,2024-01-02 01:06:00,0
1508,3062,2425.88,POS Payment,Houston,Mobile,2024-01-02 01:07:00,0
1509,4228,2704.59,ATM Withdrawal,San Francisco,Desktop,2024-01-02 01:08:00,0
1510,4719,4091.98,Bank Transfer,San Francisco,Desktop,2024-01-02 01:09:00,0
1511,4332,859.22,ATM Withdrawal,New York,Tablet,2024-01-02 01:10:00,0
1512,4228,4039.35,ATM Withdrawal,San Francisco,Mobile,2024-01-02 01:11:00,0
1513,3094,3464.7,ATM Withdrawal,San Francisco,Tablet,2024-01-02 01:12:00,0
1514,3371,2779.8,ATM Withdrawal,Houston,Tablet,2024-01-02 01:13:00,0
1515,3891,3497.94,POS Payment,Houston,Tablet,2024-01-02 01:14:00,0
1516,4756,2060.68,ATM Withdrawal,Los Angeles,Tablet,2024-01-02 01:15:00,0
1517,1129,692.85,Bank Transfer,San Francisco,Desktop,2024-01-02 01:16:00,0
1518,4482,3329.16,ATM Withdrawal,San Francisco,Tablet,2024-01-02 01:17:00,0
1519,1094,2623.84,ATM Withdrawal,San Francisco,Mobile,2024-01-02 01:18:00,0
1520,3674,3197.23,POS Payment,New York,Desktop,2024-01-02 01:19:00,0
1521,3802,1690.66,POS Payment,San Francisco,Tablet,2024-01-02 01:20:00,0
1522,2955,4534.43,ATM Withdrawal,New York,Tablet,2024-01-02 01:21:00,0
1523,4363,2937.26,POS Payment,Los Angeles,Mobile,2024-01-02 01:22:00,0
1524,1793,427.93,POS Payment,Chicago,Mobile,2024-01-02 01:23:00,0
1525,2834,2249.57,ATM Withdrawal,San Francisco,Tablet,2024-01-02 01:24:00,0
1526,4354,3782.02,POS Payment,Houston,Tablet,2024-01-02 01:25:00,0
1527,3116,3970.88,Online Purchase,Houston,Tablet,2024-01-02 01:26:00,0
1528,2683,2473.49,Online Purchase,San Francisco,Tablet,2024-01-02 01:27:00,0
1529,1010,4473.84,Online Purchase,New York,Tablet,2024-01-02 01:28:00,0
1530,4325,1339.07,POS Payment,Houston,Mobile,2024-01-02 01:29:00,0
1531,2865,2053.58,Online Purchase,Houston,Mobile,2024-01-02 01:30:00,0
1532,3919,4493.09,Bank Transfer,Los Angeles,Desktop,2024-01-02 01:31:00,0
1533,3597,4481.39,Online Purchase,Los Angeles,Desktop,2024-01-02 01:32:00,0
1534,4205,3428.88,Bank Transfer,Los Angeles,Mobile,2024-01-02 01:33:00,0
1535,1711,4295.04,POS Payment,Houston,Desktop,2024-01-02 01:34:00,0
1536,3070,444.78,Online Purchase,Houston,Tablet,2024-01-02 01:35:00,0
1537,1814,4325.11,Bank Transfer,San Francisco,Desktop,2024-01-02 01:36:00,0
1538,1345,1603.78,POS Payment,San Francisco,Tablet,2024-01-02 01:37:00,0
1539,3349,892.48,Online Purchase,New York,Tablet,2024-01-02 01:38:00,1
1540,1362,1197.61,ATM Withdrawal,Houston,Desktop,2024-01-02 01:39:00,0
1541,3443,2090.42,Online Purchase,San Francisco,Desktop,2024-01-02 01:40:00,0
1542,3265,1256.71,Online Purchase,San Francisco,Tablet,2024-01-02 01:41:00,0
1543,3188,1603.52,Online Purchase,Los Angeles,Mobile,2024-01-02 01:42:00,0
1544,4687,675.76,ATM Withdrawal,Los Angeles,Desktop,2024-01-02 01:43:00,0
1545,4005,1481.59,Bank Transfer,Los Angeles,Desktop,2024-01-02 01:44:00,0
1546,4281,2861.85,Bank Transfer,Chicago,Mobile,2024-01-02 01:45:00,0
1547,1984,2209.83,ATM Withdrawal,San Francisco,Desktop,2024-01-02 01:46:00,0
1548,4040,1734.25,Online Purchase,Los Angeles,Tablet,2024-01-02 01:47:00,0
1549,4694,3732.51,Online Purchase,Los Angeles,Mobile,2024-01-02 01:48:00,0
1550,2639,4467.66,Online Purchase,Houston,Mobile,2024-01-02 01:49:00,0
1551,1827,3784.19,Bank Transfer,Los Angeles,Tablet,2024-01-02 01:50:00,0
1552,3730,1660.67,Bank Transfer,Houston,Tablet,2024-01-02 01:51:00,0
1553,4531,3722.47,ATM Withdrawal,New York,Tablet,2024-01-02 01:52:00,0
1554,4051,760.75,POS Payment,Los Angeles,Mobile,2024-01-02 01:53:00,0
1555,1355,652.46,ATM Withdrawal,Houston,Tablet,2024-01-02 01:54:00,0
1556,4055,1728.79,Bank Transfer,Los Angeles,Desktop,2024-01-02 01:55:00,0
1557,2347,4038.7,Online Purchase,New York,Desktop,2024-01-02 01:56:00,0
1558,4204,1232.49,Online Purchase,Los Angeles,Tablet,2024-01-02 01:57:00,0
1559,3935,317.2,Online Purchase,Houston,Desktop,2024-01-02 01:58:00,0
1560,4876,659.42,Online Purchase,New York,Desktop,2024-01-02 01:59:00,0
1561,2863,4293.87,POS Payment,New York,Mobile,2024-01-02 02:00:00,0
1562,1126,3169.28,ATM Withdrawal,New York,Tablet,2024-01-02 02:01:00,0
1563,4177,1266.75,ATM Withdrawal,Chicago,Desktop,2024-01-02 02:02:00,0
1564,4056,2776.92,Bank Transfer,Houston,Tablet,2024-01-02 02:03:00,0
1565,1603,2638.37,ATM Withdrawal,Chicago,Tablet,2024-01-02 02:04:00,0
1566,4870,3277.52,POS Payment,New York,Desktop,2024-01-02 02:05:00,0
1567,4449,1166.7,POS Payment,Chicago,Desktop,2024-01-02 02:06:00,0
1568,2928,4322.15,POS Payment,Los Angeles,Mobile,2024-01-02 02:07:00,0
1569,2013,1547.53,Online Purchase,Chicago,Mobile,2024-01-02 02:08:00,0
1570,1050,3470.96,Bank Transfer,San Francisco,Mobile,2024-01-02 02:09:00,0
1571,4100,81.61,POS Payment,New York,Desktop,2024-01-02 02:10:00,0
1572,4533,1863.91,ATM Withdrawal,New York,Mobile,2024-01-02 02:11:00,0
1573,4367,1759.2,ATM Withdrawal,Houston,Tablet,2024-01-02 02:12:00,0
1574,4368,2717.88,ATM Withdrawal,Los Angeles,Mobile,2024-01-02 02:13:00,0
1575,4797,364.61,POS Payment,Houston,Mobile,2024-01-02 02:14:00,0
1576,3826,3950.87,POS Payment,Chicago,Mobile,2024-01-02 02:15:00,0
1577,2430,1089.69,ATM Withdrawal,San Francisco,Tablet,2024-01-02 02:16:00,0
1578,2792,3385.51,POS Payment,San Francisco,Tablet,2024-01-02 02:17:00,0
1579,3861,4016.26,ATM Withdrawal,San Francisco,Desktop,2024-01-02 02:18:00,0
1580,2636,2809.82,Online Purchase,San Francisco,Mobile,2024-01-02 02:19:00,0
1581,4476,3704.68,POS Payment,Los Angeles,Tablet,2024-01-02 02:20:00,0
1582,4417,3309.64,Online Purchase,Chicago,Tablet,2024-01-02 02:21:00,0
1583,2645,1778.29,Online Purchase,San Francisco,Tablet,2024-01-02 02:22:00,0
1584,3467,4044.48,POS Payment,New York,Desktop,2024-01-02 02:23:00,0
